movie,year,certificate,genre.1,genre.2,genre.3,imdb_rating,metascore,time_minute,vote,gross_earning
Au revoir les enfants,(1987),U,Drama, War,'-,8,88,104 min,34673,$4.54M
The Man Who Shot Liberty Valance,(1962),U,Drama, Western,'-,8.1,94,123 min,78142,'-
Willy Wonka & the Chocolate Factory,(1971),U,Family, Fantasy, Musical,7.8,67,100 min,206903,$4.00M
The Third Man,(1949),U,Film-Noir, Mystery, Thriller,8.1,97,104 min,173884,$0.45M
Rear Window,(1954),U,Mystery, Thriller,'-,8.5,100,112 min,497495,$36.76M
Per qualche dollaro in più,(1965),U,Western,'-,'-,8.2,74,132 min,260439,$15.00M
Once Upon a Time in the West,(1968),U,Western,'-,'-,8.5,82,165 min,334076,$5.32M
Mission: Impossible - Fallout,(2018),U/A,Action, Adventure, Thriller,7.7,86,147 min,340378,$220.16M
Searching,(III) (2018),U/A,Drama, Mystery, Thriller,7.6,71,102 min,168375,$26.02M
Thor: Ragnarok,(2017),UA,Action, Adventure, Comedy,7.9,74,130 min,765778,$315.06M
Guardians of the Galaxy,(2014),UA,Action, Adventure, Comedy,8,76,121 min,1194702,$333.18M
Guardians of the Galaxy Vol. 2,(2017),UA,Action, Adventure, Comedy,7.6,67,136 min,694640,$389.81M
Bajrangi Bhaijaan,(2015),UA,Action, Adventure, Comedy,8.1,'-,163 min,90776,$8.18M
Kaithi,(2019),UA,Action, Adventure, Crime,8.5,'-,145 min,34748,'-
Kantara,(2022),UA,Action, Adventure, Drama,8.3,'-,148 min,92320,'-
Dune: Part One,(2021),UA,Action, Adventure, Drama,8,74,155 min,655947,$108.33M
Wo hu cang long,(2000),UA,Action, Adventure, Drama,7.9,94,120 min,273469,$128.08M
Letters from Iwo Jima,(2006),UA,Action, Adventure, Drama,7.9,89,141 min,165117,$13.76M
RRR (Rise Roar Revolt),(2022),UA,Action, Adventure, Drama,7.9,83,187 min,140355,$14.50M
Gladiator,(2000),UA,Action, Adventure, Drama,8.5,67,155 min,1518724,$187.71M
Dawn of the Planet of the Apes,(2014),UA,Action, Adventure, Drama,7.6,79,130 min,447970,$208.55M
The Lord of the Rings: The Two Towers,(2002),UA,Action, Adventure, Drama,8.8,87,179 min,1686430,$342.55M
Ying xiong,(2002),UA,Action, Adventure, Drama,7.9,85,120 min,183482,$53.71M
The Count of Monte Cristo,(2002),UA,Action, Adventure, Drama,7.7,61,131 min,141006,$54.23M
The Last of the Mohicans,(1992),UA,Action, Adventure, Drama,7.7,76,112 min,175087,$75.51M
Avengers: Endgame,(2019),UA,Action, Adventure, Drama,8.4,78,181 min,1157559,$858.37M
The Empire Strikes Back,(1980),UA,Action, Adventure, Fantasy,8.7,82,124 min,1307079,$290.48M
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),UA,Action, Adventure, Fantasy,8.1,63,143 min,1141747,$305.41M
Avatar: The Way of Water,(2022),UA,Action, Adventure, Fantasy,7.8,67,192 min,316425,$659.68M
Avatar,(2009),UA,Action, Adventure, Fantasy,7.9,83,162 min,1329369,$760.51M
Spider-Man: No Way Home,(2021),UA,Action, Adventure, Fantasy,8.2,71,148 min,777880,$804.75M
Edge of Tomorrow,(2014),UA,Action, Adventure, Sci-Fi,7.9,71,113 min,691836,$100.21M
Mad Max 2,(1981),UA,Action, Adventure, Sci-Fi,7.6,77,96 min,184393,$12.47M
Mad Max: Fury Road,(2015),UA,Action, Adventure, Sci-Fi,8.1,90,120 min,1018045,$154.06M
Star Trek Into Darkness,(2013),UA,Action, Adventure, Sci-Fi,7.7,72,132 min,487295,$228.78M
X-Men: Days of Future Past,(2014),UA,Action, Adventure, Sci-Fi,7.9,75,132 min,720192,$233.92M
Star Trek,(2009),UA,Action, Adventure, Sci-Fi,7.9,82,127 min,607867,$257.73M
Captain America: The Winter Soldier,(2014),UA,Action, Adventure, Sci-Fi,7.8,70,136 min,857794,$259.77M
Inception,(2010),UA,Action, Adventure, Sci-Fi,8.8,74,148 min,2384608,$292.58M
Iron Man,(2008),UA,Action, Adventure, Sci-Fi,7.9,79,126 min,1072165,$318.41M
Jurassic Park,(1993),UA,Action, Adventure, Sci-Fi,8.2,68,127 min,1002785,$402.45M
Rogue One,(2016),UA,Action, Adventure, Sci-Fi,7.8,65,133 min,649993,$532.18M
The Fifth Element,(1997),UA,Action, Adventure, Sci-Fi,7.6,52,126 min,481414,$63.54M
Avengers: Infinity War,(2018),UA,Action, Adventure, Sci-Fi,8.4,68,149 min,1103204,$678.82M
Casino Royale,(2006),UA,Action, Adventure, Thriller,8,80,144 min,666059,$167.45M
Skyfall,(2012),UA,Action, Adventure, Thriller,7.8,81,143 min,705102,$304.36M
Paan Singh Tomar,(2012),UA,Action, Biography, Crime,8.2,'-,135 min,36863,$0.04M
Captain Phillips,(2013),UA,Action, Biography, Crime,7.8,82,134 min,468598,$107.10M
Shershaah,(2021),UA,Action, Biography, Drama,8.4,'-,135 min,123701,'-
Ford v Ferrari,(2019),UA,Action, Biography, Drama,8.1,81,152 min,407598,$117.62M
The Fighter,(I) (2010),UA,Action, Biography, Drama,7.8,79,116 min,374135,$93.62M
Kick-Ass,(2010),UA,Action, Comedy, Crime,7.6,66,117 min,570673,$48.07M
Kung fu,(2004),UA,Action, Comedy, Fantasy,7.7,78,99 min,142964,$17.11M
Ghostbusters,(1984),UA,Action, Comedy, Fantasy,7.8,71,105 min,422263,$238.63M
A Wednesday,(2008),UA,Action, Crime, Drama,8.1,'-,104 min,79823,'-
K.G.F: Chapter 1,(2018),UA,Action, Crime, Drama,8.2,'-,156 min,89950,'-
Vikram Vedha,(2017),UA,Action, Crime, Drama,8.2,'-,147 min,46779,'-
Ratsasan,(2018),UA,Action, Crime, Drama,8.3,'-,170 min,46182,'-
Mou gaan dou,(2002),UA,Action, Crime, Drama,8,75,101 min,126796,$0.17M
Haider,(2014),UA,Action, Crime, Drama,8,'-,160 min,55780,$0.90M
Batman Begins,(2005),UA,Action, Crime, Drama,8.2,70,140 min,1488062,$206.85M
The Batman,(2022),UA,Action, Crime, Drama,7.8,72,176 min,682101,$369.35M
The Dark Knight,(2008),UA,Action, Crime, Drama,9,84,152 min,2687020,$534.86M
K.G.F: Chapter 2,(2022),UA,Action, Crime, Drama,8.3,'-,168 min,137555,$6.60M
Man on Fire,(2004),UA,Action, Crime, Drama,7.7,47,146 min,368933,$77.91M
RoboCop,(1987),UA,Action, Crime, Sci-Fi,7.6,70,102 min,264730,$53.42M
Baby,(I) (2015),UA,Action, Crime, Thriller,7.9,'-,159 min,58577,'-
Vikram,(2022),UA,Action, Crime, Thriller,8.3,'-,175 min,62204,'-
Lethal Weapon,(1987),UA,Action, Crime, Thriller,7.6,68,109 min,263886,$65.21M
Lola rennt,(1998),UA,Action, Crime, Thriller,7.7,77,81 min,201424,$7.27M
Asuran,(2019),UA,Action, Drama,'-,8.4,'-,141 min,30666,'-
The Last Samurai,(2003),UA,Action, Drama,'-,7.8,55,154 min,448274,$111.11M
Baahubali 2: The Conclusion,(2017),UA,Action, Drama,'-,8.2,'-,167 min,105021,$20.19M
Bãhubali: The Beginning,(2015),UA,Action, Drama,'-,8,'-,159 min,128380,$6.74M
Top Gun: Maverick,(2022),UA,Action, Drama,'-,8.3,78,130 min,547564,$718.73M
Airlift,(2016),UA,Action, Drama, History,7.9,'-,130 min,57654,'-
Taeksi woonjunsa,(2017),UA,Action, Drama, History,7.9,69,137 min,26443,$1.53M
Dunkirk,(2017),UA,Action, Drama, History,7.8,94,106 min,673385,$188.37M
United 93,(2006),UA,Action, Drama, History,7.6,90,111 min,107920,$31.57M
Uri: The Surgical Strike,(2019),UA,Action, Drama, History,8.2,'-,138 min,66037,$4.19M
Blade Runner 2049,(2017),UA,Action, Drama, Mystery,8,81,164 min,590773,$92.05M
Blade Runner,(1982),UA,Action, Drama, Sci-Fi,8.1,84,117 min,780182,$32.87M
V for Vendetta,(2005),UA,Action, Drama, Sci-Fi,8.2,62,132 min,1132571,$70.51M
Warrior,(2011),UA,Action, Drama, Sport,8.2,71,140 min,478405,$13.66M
The Dark Knight Rises,(2012),UA,Action, Drama, Thriller,8.4,78,164 min,1724343,$448.14M
The Bourne Identity,(2002),UA,Action, Mystery, Thriller,7.9,68,119 min,553942,$121.66M
The Bourne Ultimatum,(2007),UA,Action, Mystery, Thriller,8,85,115 min,640439,$227.47M
X: First Class,(2011),UA,Action, Sci-Fi,'-,7.7,65,131 min,700284,$146.41M
Captain America: Civil War,(2016),UA,Action, Sci-Fi,'-,7.8,75,147 min,801457,$408.08M
The Avengers,(2012),UA,Action, Sci-Fi,'-,8,69,143 min,1404708,$623.28M
The Right Stuff,(1983),UA,Adventure, Biography, Drama,7.8,91,193 min,62570,$21.50M
The Grand Budapest Hotel,(2014),UA,Adventure, Comedy, Crime,8.1,88,99 min,826079,$59.10M
777 Charlie,(2022),UA,Adventure, Comedy, Drama,8.8,'-,136 min,33781,'-
Queen,(2013),UA,Adventure, Comedy, Drama,8.1,'-,146 min,66686,$1.43M
Hunt for the Wilderpeople,(2016),UA,Adventure, Comedy, Drama,7.8,81,101 min,133683,$5.20M
Cast Away,(2000),UA,Adventure, Drama, Romance,7.8,73,143 min,602771,$233.63M
My Name Is Khan,(2010),UA,Adventure, Drama, Romance,7.9,50,165 min,109997,$4.02M
Interstellar,(2014),UA,Adventure, Drama, Sci-Fi,8.6,74,169 min,1873802,$188.02M
The Martian,(2015),UA,Adventure, Drama, Sci-Fi,8,80,144 min,869011,$228.43M
Harry Potter and the Goblet of Fire,(2005),UA,Adventure, Family, Fantasy,7.7,81,157 min,639776,$290.01M
Harry Potter and the Deathly Hallows: Part 1,(2010),UA,Adventure, Family, Fantasy,7.7,65,146 min,561068,$295.98M
Harry Potter and the Deathly Hallows: Part 2,(2011),UA,Adventure, Family, Fantasy,8.1,85,130 min,890107,$381.01M
WolfWalkers,(2020),UA,Animation, Action, Adventure,8,87,103 min,34186,'-
Kimetsu no Yaiba: Mugen Ressha-Hen,(2020),UA,Animation, Action, Adventure,8.2,72,117 min,61751,$47.70M
